element,id,geometry,name,lat,lon
way,1125765374,POINT (100.65270866916083 13.814907744064547),Caltex,13.814907744064547,100.65270866916083
way,1126449537,POINT (100.44835582552703 13.74601564582132),Shell นำรุ่งเรือง (1992) สาขา4,13.74601564582132,100.44835582552703
way,1131083923,POINT (100.46265461936251 13.715166567657265),PTT Station สาทร-ราชพฤกษ์,13.715166567657265,100.46265461936251
way,1131086912,POINT (100.44897845209067 13.752138723371857),Caltex เพชรพระเทพ,13.752138723371857,100.44897845209067
way,1131086915,POINT (100.45195487330747 13.752459258985962),บางจาก,13.752459258985962,100.45195487330747
way,1131107418,POINT (100.6497195499805 13.731748050005333),บางจาก,13.731748050005333,100.6497195499805
way,1131598839,POINT (100.68866580957477 13.70145130531829),PTT,13.70145130531829,100.68866580957477
way,1132753982,POINT (100.65837034167012 13.72418991385894),PT,13.72418991385894,100.65837034167012
way,1133386625,POINT (100.44266305000062 13.751644949984604),PT,13.751644949984604,100.44266305000062
way,1133386635,POINT (100.44200512518334 13.75156443607601),ป.ต.ท.,13.75156443607601,100.44200512518334
way,1133456860,POINT (100.65838493815895 13.725191590286373),ป.ต.ท.,13.725191590286373,100.65838493815895
way,1135475230,POINT (100.62637481828376 13.881151658961924),บางจาก,13.881151658961924,100.62637481828376
way,1160458061,POINT (100.50443096632233 13.75060965262356),เชลล์,13.75060965262356,100.50443096632233
way,1160632713,POINT (100.6885596609365 13.701264196359045),ป.ต.ท.,13.701264196359045,100.6885596609365
way,1182436091,POINT (100.51527336677113 13.73993553366677),สยามแก๊ส,13.73993553366677,100.51527336677113
way,1189181534,POINT (100.52031777523185 13.731280523778882),Shell Express,13.731280523778882,100.52031777523185
way,1189209030,POINT (100.52250843652676 13.731143552720749),Caltex,13.731143552720749,100.52250843652676
way,1213826256,POINT (100.66232906585948 13.769885286811908),ป.ต.ท. สาขารามคำแหง (ขาเข้า),13.769885286811908,100.66232906585948
way,1213826257,POINT (100.66249226959415 13.769495975846525),ป.ต.ท.,13.769495975846525,100.66249226959415
way,1213843400,POINT (100.64736836526095 13.84729705283559),ป.ต.ท.,13.84729705283559,100.64736836526095
way,1216274721,POINT (100.62030085350108 13.810131473474739),ป.ต.ท.,13.810131473474739,100.62030085350108
way,1217251363,POINT (100.54088276146716 13.69809788575778),Shell,13.69809788575778,100.54088276146716
way,1217673405,POINT (100.53998419140505 13.714626421189596),ป.ต.ท.,13.714626421189596,100.53998419140505
way,1220224835,POINT (100.53705917934525 13.723481271295434),เชลล์,13.723481271295434,100.53705917934525
way,1220257271,POINT (100.64177736680314 13.858624045933912),บางจาก,13.858624045933912,100.64177736680314
way,1221455412,POINT (100.40718407934831 13.678309813490952),PT,13.678309813490952,100.40718407934831
way,1226419519,POINT (100.63293102708754 13.835597582690607),Caltex,13.835597582690607,100.63293102708754
way,1230809475,POINT (100.54003948433586 13.72527764274908),Caltex,13.72527764274908,100.54003948433586
way,1244119162,POINT (100.65081803167757 13.79557984660072),บางจาก,13.79557984660072,100.65081803167757
way,1249167189,POINT (100.5582295589046 13.816656502742205),ป.ต.ท.,13.816656502742205,100.5582295589046
way,1273294092,POINT (100.56101346003946 13.803238760391764),Susco,13.803238760391764,100.56101346003946
way,1279059566,POINT (100.48766924999934 13.690801250037163),บางจาก,13.690801250037163,100.48766924999934
way,1279061327,POINT (100.49913068894182 13.682834582317192),PTT,13.682834582317192,100.49913068894182
way,1279061328,POINT (100.49917056987687 13.683391944634675),PTT,13.683391944634675,100.49917056987687
way,1292444776,POINT (100.55280767046959 13.741822797286641),ป.ต.ท.,13.741822797286641,100.55280767046959
way,1292884891,POINT (100.49238961975045 13.620765831552456),ป.ต.ท.,13.620765831552456,100.49238961975045
way,1302622332,POINT (100.6165322096939 13.678265760353748),บางจาก อุดมสุข 189,13.678265760353748,100.6165322096939
way,1309245187,POINT (100.62040147935475 13.662250907108895),PTT,13.662250907108895,100.62040147935475
way,1316076891,POINT (100.42632605785874 13.687394882573681),บางจาก,13.687394882573681,100.42632605785874
way,1316576608,POINT (100.44506647712475 13.666969469937984),ป.ต.ท.,13.666969469937984,100.44506647712475
way,1320660103,POINT (100.46992615160623 13.670394778011831),บางจาก,13.670394778011831,100.46992615160623
way,1329579858,POINT (100.41464538991242 13.64625716495034),Caltex,13.64625716495034,100.41464538991242
way,1329802230,POINT (100.44192441503891 13.662025808374874),บางจาก,13.662025808374874,100.44192441503891
way,1329841345,POINT (100.48381036574543 13.70051425555186),บางจาก,13.70051425555186,100.48381036574543
way,1330596026,POINT (100.58798165487593 13.698297596185425),PTT,13.698297596185425,100.58798165487593
way,1330770540,POINT (100.48492181408774 13.686951625525467),Shell,13.686951625525467,100.48492181408774
way,1332823741,POINT (100.49412147050363 13.685866487076702),Susco,13.685866487076702,100.49412147050363
way,1333180006,POINT (100.49645545885036 13.679941434209642),ป.ต.ท.,13.679941434209642,100.49645545885036
way,1333533898,POINT (100.48853833235411 13.650963244240419),Susco,13.650963244240419,100.48853833235411
way,1341988265,POINT (100.53549153393463 13.81647476253261),บางจาก,13.81647476253261,100.53549153393463
way,1347945761,POINT (100.47059771484942 13.744685593595689),สยามแก๊ส,13.744685593595689,100.47059771484942
way,1352044853,POINT (100.54773597063769 13.67961737638466),ซัสโก้,13.67961737638466,100.54773597063769
way,1352267246,POINT (100.56552405000298 13.81038890000288),บางจาก,13.81038890000288,100.56552405000298
way,1354628571,POINT (100.53187722179567 13.777751665245429),บางจาก,13.777751665245429,100.53187722179567
way,1354632944,POINT (100.59122172204962 13.821800078723133),ป.ต.ท.,13.821800078723133,100.59122172204962
way,1355835996,POINT (100.55261397510041 13.788703282691278),บางจาก,13.788703282691278,100.55261397510041
way,1355836182,POINT (100.49245330001156 13.707722950005087),บางจาก,13.707722950005087,100.49245330001156
way,1356056232,POINT (100.56631267509823 13.891592067140499),บางจาก,13.891592067140499,100.56631267509823
way,1356056305,POINT (100.57808884546405 13.80330073208695),บางจาก,13.80330073208695,100.57808884546405
way,1356525365,POINT (100.65030624999356 13.731519850003801),PTT,13.731519850003801,100.65030624999356
way,1358305781,POINT (100.513329931878 13.787260238727903),บางจาก,13.787260238727903,100.513329931878
way,1358471100,POINT (100.65165399070685 13.793249067526855),บางจาก,13.793249067526855,100.65165399070685
way,1359264627,POINT (100.65026284535392 13.716413245267429),ป.ต.ท.,13.716413245267429,100.65026284535392
way,1362546347,POINT (100.55394442632046 13.773169401949646),ป.ต.ท.,13.773169401949646,100.55394442632046
way,1362546366,POINT (100.55498566455661 13.775386423228074),บางจาก,13.775386423228074,100.55498566455661
way,1362546367,POINT (100.55411773200494 13.773709495790547),เชลล์,13.773709495790547,100.55411773200494
way,1364058038,POINT (100.55039480749838 13.765122724689636),บางจาก,13.765122724689636,100.55039480749838
way,1366413310,POINT (100.55563599823839 13.779512041299093),ป.ต.ท.,13.779512041299093,100.55563599823839
way,1372993500,POINT (100.52837082156752 13.78992715528127),ป.ต.ท.,13.78992715528127,100.52837082156752
way,1373117000,POINT (100.53037931291482 13.79359747049043),ป.ต.ท.,13.79359747049043,100.53037931291482
way,1374667408,POINT (100.53932693625048 13.783495089354126),บางจาก,13.783495089354126,100.53932693625048
way,1382485499,POINT (100.6334499341317 13.878830990778587),ป.ต.ท.,13.878830990778587,100.6334499341317
way,1387528807,POINT (100.64513142866889 13.869276471264671),PT,13.869276471264671,100.64513142866889
way,1387773032,POINT (100.70697744999926 13.866500249996871),ซัสไก้,13.866500249996871,100.70697744999926
way,1427711836,POINT (100.54382508027071 13.778325368071187),บางจาก,13.778325368071187,100.54382508027071
way,1427963061,POINT (100.54427582562197 13.779717628250902),เชลล์,13.779717628250902,100.54427582562197
way,1436318817,POINT (100.57298104545688 13.88950874448119),ปตท.แจ้งวัฒนะ (หลักสี่),13.88950874448119,100.57298104545688
way,1444580022,POINT (100.49129783591034 13.719708761570548),Caltex,13.719708761570548,100.49129783591034
way,1444851071,POINT (100.54221940778054 13.67413101637608),สยามแก๊ส,13.67413101637608,100.54221940778054
way,1452541928,POINT (100.5443015176029 13.777749704388302),คาลเท็กซ์,13.777749704388302,100.5443015176029
way,1455437634,POINT (100.54834899997867 13.808746549986255),PTT,13.808746549986255,100.54834899997867
